,PDB1,Bound_Unbound,Max_Seq_H_ID_TrainvBenchmark,Max_Seq_L_ID_TrainvBenchmark,Max_Seq_H_ID_Benchmark_v_Benchmark,Max_Seq_L_ID_Benchmark_v_Benchmark
151,8db4_3.pdb,bound,0.7933884297520661,0.8981481481481481,0.7272727272727273,0.8333333333333334
152,8hc3_1.pdb,bound,0.8888888888888888,0.9166666666666666,0.8305084745762712,0.8333333333333334
153,8hc4_1.pdb,bound,0.8888888888888888,0.9166666666666666,0.8305084745762712,0.8333333333333334
154,7wh8_0.pdb,bound,0.859504132231405,0.97196261682243,0.7459016393442623,0.8598130841121495
155,7x25_2.pdb,bound,0.8099173553719008,0.9722222222222222,0.7083333333333334,0.8981481481481481
156,7x25_0.pdb,bound,0.8099173553719008,0.9722222222222222,0.7083333333333334,0.8981481481481481
157,8fbw_0.pdb,bound,0.7751937984496124,0.9090909090909092,0.7286821705426356,0.7747747747747747
158,7t86_1.pdb,bound,0.7833333333333333,0.9532710280373832,0.7,0.8888888888888888
159,7t86_2.pdb,bound,0.7833333333333333,0.9532710280373832,0.7,0.8888888888888888
160,7u63_1.pdb,bound,0.8292682926829268,0.981651376146789,0.7723577235772358,0.9908256880733946
161,7uzc_0.pdb,bound,0.8373983739837398,0.9369369369369368,0.7642276422764228,0.8198198198198198
162,7wcp_0.pdb,bound,0.9401709401709402,0.8878504672897196,0.8305084745762712,0.8785046728971962
163,7wti_1.pdb,bound,0.8907563025210085,0.8623853211009175,0.5169491525423728,0.8
164,7wti_0.pdb,bound,0.8907563025210085,0.8623853211009175,0.5169491525423728,0.8
165,7wur_0.pdb,bound,0.8403361344537815,0.9722222222222222,0.788135593220339,0.8990825688073395
166,8d47_1.pdb,bound,0.7307692307692307,0.9074074074074074,0.7153846153846154,0.8796296296296297
167,7u5b_1.pdb,bound,0.75,0.8468468468468469,0.7083333333333334,0.7818181818181819
168,7wtf_1.pdb,bound,0.8666666666666667,0.9158878504672896,0.7083333333333334,0.8411214953271028
169,7wtf_2.pdb,bound,0.8666666666666667,0.9158878504672896,0.7083333333333334,0.8411214953271028
170,7wtg_0.pdb,bound,0.8666666666666667,0.9158878504672896,0.7083333333333334,0.8411214953271028
171,7wtj_0.pdb,bound,0.8305084745762712,0.9541284403669724,0.7966101694915254,0.7297297297297297
172,7uz4_0.pdb,bound,0.825,0.9439252336448598,0.725,0.7476635514018691
173,7uz6_0.pdb,bound,0.8333333333333334,0.897196261682243,0.7226890756302521,0.5981308411214953
174,7uz7_0.pdb,bound,0.8275862068965517,0.9469026548672568,0.7603305785123967,0.8230088495575221
175,7uz8_0.pdb,bound,0.8275862068965517,0.9469026548672568,0.7603305785123967,0.8230088495575221
176,7sx7_1.pdb,bound,0.8661417322834646,0.9896907216494846,0.5905511811023622,0.5909090909090909
177,8d29_1.pdb,bound,1.0,1.0,0.856,0.9532710280373832
178,8d29_2.pdb,bound,1.0,1.0,0.856,0.9532710280373832
179,8d29_3.pdb,bound,1.0,1.0,0.856,0.9532710280373832
180,8dk7_0.pdb,bound,1.0,1.0,0.856,0.9532710280373832
181,8dk7_1.pdb,bound,1.0,1.0,0.856,0.9532710280373832
182,7t17_0.pdb,bound,0.8373983739837398,0.9363636363636364,0.7154471544715447,0.7297297297297297
183,7sww_0.pdb,bound,0.85,0.9380530973451328,0.768595041322314,0.9026548672566372
184,7umm_0.pdb,bound,0.8677685950413223,0.954954954954955,0.7936507936507936,0.8288288288288288
185,7uym_0.pdb,bound,0.848,0.9528301886792452,1.0,1.0
186,7xy8_1.pdb,bound,0.8717948717948718,0.8878504672897196,0.8095238095238095,0.8504672897196262
187,7zxu_0.pdb,bound,1.0,1.0,0.8220338983050848,0.8425925925925926
188,8dtx_0.pdb,bound,0.8135593220338984,0.8909090909090909,0.8050847457627118,0.8818181818181818
189,7wg3_1.pdb,bound,0.8290598290598291,0.9433962264150944,0.7478991596638656,0.9245283018867924
190,7wg3_2.pdb,bound,0.8290598290598291,0.9433962264150944,0.7478991596638656,0.9245283018867924
191,7vtj_0.pdb,bound,1.0,1.0,0.7967479674796748,0.4827586206896552
192,7fgr_0.pdb,bound,1.0,1.0,0.7967479674796748,0.4827586206896552
193,7zxk_1.pdb,bound,0.8650793650793651,0.956140350877193,0.7698412698412699,0.7964601769911505
194,7wbh_0.pdb,bound,0.864406779661017,0.897196261682243,0.8067226890756303,0.8504672897196262
195,7yr1_0.pdb,bound,0.8253968253968254,0.9345794392523364,0.7777777777777778,0.8584905660377359
196,7yr0_0.pdb,bound,0.991869918699187,1.0,0.7479674796747967,0.8518518518518519
197,7uvf_1.pdb,bound,0.8305084745762712,0.8785046728971962,0.7815126050420168,0.8130841121495327
198,7s7i_1.pdb,bound,0.8688524590163934,0.9906542056074766,0.8130081300813008,0.8899082568807339
199,7s7i_2.pdb,bound,0.8688524590163934,0.9906542056074766,0.8130081300813008,0.8899082568807339
200,7s7i_3.pdb,bound,0.8688524590163934,0.9906542056074766,0.8130081300813008,0.8899082568807339
201,7s7i_4.pdb,bound,0.8688524590163934,0.9906542056074766,0.8130081300813008,0.8899082568807339
202,7s7i_5.pdb,bound,0.8688524590163934,0.9906542056074766,0.8130081300813008,0.8899082568807339
203,7zlk_0.pdb,bound,0.6916666666666667,0.8839285714285714,0.64,0.875
204,7tjq_0.pdb,bound,0.7258064516129032,0.9252336448598132,0.7063492063492064,0.9065420560747663
205,7tjq_3.pdb,bound,0.8306451612903226,0.9181818181818182,0.7338709677419355,0.8272727272727273
206,7tl0_0.pdb,bound,0.8264462809917356,0.8878504672897196,0.7416666666666667,0.8037383177570093
207,7sjn_1.pdb,bound,0.7863247863247863,0.9150943396226416,0.9831932773109244,1.0
208,7sjn_0.pdb,bound,0.7863247863247863,0.9150943396226416,0.9831932773109244,1.0
209,7sjp_0.pdb,bound,0.7899159663865546,0.9150943396226416,1.0,1.0
210,7ukt_1.pdb,bound,1.0,1.0,0.8760330578512396,0.6728971962616822
211,7ukt_0.pdb,bound,1.0,1.0,0.8760330578512396,0.6728971962616822
212,8dzh_0.pdb,bound,0.9338842975206612,0.9907407407407408,0.8235294117647058,0.908256880733945
213,7upl_1.pdb,bound,0.8907563025210085,0.9444444444444444,0.8151260504201681,0.8796296296296297
214,7sts_1.pdb,bound,0.9152542372881356,0.9636363636363636,0.7833333333333333,0.7747747747747747
215,7wcd_0.pdb,bound,0.8968253968253969,0.972972972972973,0.8809523809523809,0.8648648648648649
216,7qti_0.pdb,bound,0.8253968253968254,0.9065420560747663,0.696,0.822429906542056
217,7qti_2.pdb,bound,1.0,1.0,0.8130081300813008,0.8981481481481481
218,7tcq_1.pdb,bound,0.8333333333333334,0.9245283018867924,0.7008547008547008,0.8584905660377359
219,7vgr_0.pdb,bound,0.8583333333333333,0.963963963963964,0.7704918032786885,0.8288288288288288
220,7vgs_0.pdb,bound,0.8823529411764706,0.9369369369369368,0.7142857142857143,0.90990990990991
221,8df5_3.pdb,bound,0.9916666666666668,1.0,0.775,0.8888888888888888
222,8d6z_0.pdb,bound,0.7520661157024794,0.8796296296296297,0.7398373983739838,0.7777777777777778
223,7sl5_2.pdb,bound,0.696969696969697,0.9629629629629628,0.6666666666666666,0.8518518518518519
224,7woa_1.pdb,bound,0.784,0.925925925925926,0.7,0.8611111111111112
225,7woa_0.pdb,bound,0.784,0.925925925925926,0.7,0.8611111111111112
226,7wob_2.pdb,bound,0.784,0.925925925925926,0.7,0.8611111111111112
227,7x6a_0.pdb,bound,0.7983193277310925,0.8899082568807339,0.7394957983193278,0.8623853211009175
228,7wpe_0.pdb,bound,0.902439024390244,0.9345794392523364,0.7398373983739838,0.8878504672897196
229,7su0_1.pdb,bound,0.9745762711864406,0.9722222222222222,0.8617886178861789,0.8807339449541285
230,7zwi_1.pdb,bound,0.8512396694214877,0.9339622641509434,0.7833333333333333,0.8490566037735849
231,7q0i_1.pdb,bound,0.8809523809523809,0.9174311926605504,0.8253968253968254,0.8518518518518519
232,7sob_0.pdb,bound,1.0,0.95,0.7619047619047619,0.7962962962962963
233,7sob_2.pdb,bound,1.0,0.9906542056074766,0.8292682926829268,0.8691588785046729
234,7q4q_1.pdb,bound,0.8571428571428571,0.8828828828828829,0.7542372881355932,0.7747747747747747
235,7so9_0.pdb,bound,1.0,1.0,0.7936507936507936,0.8796296296296297
236,7so9_1.pdb,bound,1.0,0.9906542056074766,0.8292682926829268,0.8785046728971962
237,8sef_0.pdb,unbound,0.7851239669421488,0.8288288288288288,1.0,1.0
238,8jep_0.pdb,unbound,0.865546218487395,0.8878504672897196,1.0,1.0
239,8jep_1.pdb,unbound,0.865546218487395,0.8878504672897196,1.0,1.0
240,8ppm_0.pdb,unbound,0.8512396694214877,0.9252336448598132,0.8429752066115702,0.9158878504672896
241,7uqc_0.pdb,unbound,1.0,1.0,0.7521367521367521,0.8928571428571429
242,8fwf_0.pdb,unbound,0.8536585365853658,0.9557522123893806,1.0,1.0
243,7u62_0.pdb,unbound,0.8292682926829268,0.9908256880733946,0.7479674796747967,0.9908256880733946
244,7uyl_0.pdb,unbound,0.848,0.9528301886792452,1.0,1.0
245,7sjm_0.pdb,unbound,0.7899159663865546,0.9150943396226416,1.0,1.0
246,7rpt_0.pdb,unbound,0.8103448275862069,0.8928571428571429,0.7815126050420168,0.8571428571428571
247,7rpt_1.pdb,unbound,0.8103448275862069,0.8928571428571429,0.7815126050420168,0.8571428571428571
248,7rpt_2.pdb,unbound,0.8103448275862069,0.8928571428571429,0.7815126050420168,0.8571428571428571
249,7rpt_3.pdb,unbound,0.8103448275862069,0.8928571428571429,0.7815126050420168,0.8571428571428571
250,8c67_1.pdb,unbound,0.8780487804878049,0.9532710280373832,0.8699186991869918,0.9444444444444444
251,8c67_2.pdb,unbound,0.8780487804878049,0.9532710280373832,0.8699186991869918,0.9444444444444444
252,8c67_3.pdb,unbound,0.8780487804878049,0.9532710280373832,0.8699186991869918,0.9444444444444444
253,8sgg_1.pdb,unbound,0.7674418604651163,0.896551724137931,0.7596899224806202,0.5517241379310345
254,8w9h_1.pdb,unbound,0.8278688524590164,0.972972972972973,0.7786885245901639,0.927927927927928
255,8ojs_0.pdb,unbound,0.9917355371900828,1.0,0.743801652892562,0.8918918918918919
256,8ojs_1.pdb,unbound,0.9917355371900828,1.0,0.743801652892562,0.8918918918918919
257,8ojt_0.pdb,unbound,0.9917355371900828,1.0,0.743801652892562,0.8918918918918919
258,8oju_0.pdb,unbound,0.9917355371900828,1.0,0.743801652892562,0.8918918918918919
259,8ojv_0.pdb,unbound,0.9917355371900828,1.0,0.743801652892562,0.8918918918918919
260,8tjf_0.pdb,unbound,1.0,1.0,0.819672131147541,0.9252336448598132
261,8tjf_1.pdb,unbound,1.0,1.0,0.819672131147541,0.9252336448598132
262,8g1b_1.pdb,unbound,0.8278688524590164,0.8938053097345132,0.819672131147541,0.8839285714285714
263,8g1c_1.pdb,unbound,0.8181818181818182,0.9629629629629628,0.7950819672131147,0.925925925925926
264,8ef3_0.pdb,unbound,0.859504132231405,0.9166666666666666,0.8319327731092437,0.8796296296296297
265,8eqa_0.pdb,unbound,0.6885245901639344,0.925925925925926,0.6639344262295082,0.9174311926605504
266,8dkf_1.pdb,unbound,0.746031746031746,0.8482142857142857,0.72,0.8125
267,8jbj_1.pdb,unbound,0.819672131147541,0.8679245283018868,0.7950819672131147,0.8773584905660378
268,8c7v_0.pdb,unbound,0.8067226890756303,0.8317757009345794,0.7622950819672131,0.822429906542056
269,8gbv_1.pdb,unbound,0.697841726618705,0.926605504587156,0.6762589928057554,0.9174311926605504
270,7s08_0.pdb,unbound,0.792,0.925925925925926,0.784,0.9074074074074074
271,7ra7_1.pdb,unbound,0.9831932773109244,0.9823008849557522,0.7377049180327869,0.7168141592920354
272,7t0j_1.pdb,unbound,1.0,1.0,0.6885245901639344,0.8761061946902655
273,7t0j_2.pdb,unbound,1.0,1.0,0.6885245901639344,0.8761061946902655
274,7t0j_0.pdb,unbound,1.0,1.0,0.6885245901639344,0.8761061946902655
275,7t0h_0.pdb,unbound,1.0,1.0,0.6885245901639344,0.8660714285714286
276,7t0g_0.pdb,unbound,1.0,1.0,0.6885245901639344,0.8660714285714286
277,7tus_1.pdb,unbound,0.9915254237288136,1.0,0.8050847457627118,0.8035714285714286
278,7tus_2.pdb,unbound,0.9915254237288136,1.0,0.8050847457627118,0.8035714285714286
279,7tqa_1.pdb,unbound,0.8925619834710744,0.9910714285714286,0.7916666666666666,1.0
280,7tqa_2.pdb,unbound,0.8925619834710744,0.9910714285714286,0.7916666666666666,1.0
