,PDB1,Bound_Unbound,Max_Seq_H_ID_TrainvBenchmark,Max_Seq_L_ID_TrainvBenchmark,Max_Seq_H_ID_Benchmark_v_Benchmark,Max_Seq_L_ID_Benchmark_v_Benchmark
281,8qrg_0.pdb,bound,0.864406779661017,0.9158878504672896,0.8135593220338984,0.8504672897196262
282,8sjk_0.pdb,bound,1.0,1.0,0.7333333333333333,0.8018018018018018
283,8sgn_0.pdb,bound,0.7540983606557377,0.9,0.775,0.8727272727272727
284,8y6i_0.pdb,bound,1.0,1.0,0.6885245901639344,0.8761061946902655
285,8v52_0.pdb,bound,0.8067226890756303,0.918918918918919,0.7647058823529411,0.8198198198198198
286,8rmo_0.pdb,bound,0.9914529914529916,1.0,0.680672268907563,0.9642857142857144
287,8tqa_0.pdb,bound,0.8376068376068376,0.9532710280373832,0.7394957983193278,0.7289719626168224
288,8og0_0.pdb,bound,0.7868852459016393,0.8035714285714286,0.7377049180327869,0.6785714285714286
289,8jyr_0.pdb,bound,0.8583333333333333,0.945945945945946,0.725,0.8108108108108109
290,8siq_0.pdb,bound,0.8110236220472441,0.9821428571428572,0.7559055118110236,0.8918918918918919
291,8siq_1.pdb,bound,1.0,1.0,0.7723577235772358,0.9174311926605504
292,8cii_0.pdb,bound,0.8278688524590164,0.897196261682243,0.7213114754098361,0.8785046728971962
293,8cii_1.pdb,bound,0.7952755905511811,0.9065420560747663,0.6904761904761905,0.8598130841121495
294,8ds7_0.pdb,bound,0.8739495798319328,0.9910714285714286,0.7815126050420168,1.0
295,8g2m_0.pdb,bound,0.8151260504201681,0.5612244897959183,0.7563025210084033,0.5283018867924528
296,8qya_0.pdb,bound,0.85,0.8703703703703703,0.7804878048780488,0.8598130841121495
297,7y3o_0.pdb,bound,0.7857142857142857,0.97196261682243,0.782258064516129,0.8981481481481481
298,8b7h_0.pdb,bound,0.875,0.9557522123893806,0.717741935483871,0.7964601769911505
299,8g4p_1.pdb,bound,0.76,0.8785046728971962,0.68,0.8425925925925926
300,8tui_0.pdb,bound,0.8861788617886179,0.963302752293578,0.746031746031746,0.8691588785046729
301,8trs_0.pdb,bound,0.9067796610169492,0.9454545454545454,0.8166666666666667,0.9363636363636364
302,8x0t_0.pdb,bound,0.7619047619047619,0.7641509433962265,0.753968253968254,0.6944444444444444
303,8tfn_0.pdb,bound,0.7899159663865546,0.8504672897196262,0.7226890756302521,0.8037383177570093
304,8w85_0.pdb,bound,0.773109243697479,0.8148148148148148,0.7478991596638656,0.7870370370370371
305,8w86_0.pdb,bound,0.7796610169491526,0.794392523364486,0.7627118644067796,0.7592592592592593
306,8w86_1.pdb,bound,0.7692307692307693,0.794392523364486,0.7457627118644068,0.7592592592592593
307,8ez3_0.pdb,bound,0.7154471544715447,0.918918918918919,0.6178861788617886,0.8198198198198198
308,8ez7_0.pdb,bound,0.7619047619047619,0.8899082568807339,0.7142857142857143,0.8532110091743119
309,8w84_0.pdb,bound,0.7642276422764228,0.8148148148148148,0.7317073170731707,0.7962962962962963
310,8f9u_0.pdb,bound,0.860655737704918,0.97196261682243,0.8292682926829268,0.9345794392523364
311,8fa9_0.pdb,bound,0.824,0.9626168224299064,0.808,0.9339622641509434
312,8fas_0.pdb,bound,0.9083333333333332,0.9380530973451328,0.8455284552845529,0.8928571428571429
313,8fb8_0.pdb,bound,0.84,0.9339622641509434,0.824,0.9056603773584906
314,8fdc_0.pdb,bound,0.8278688524590164,0.9074074074074074,0.7642276422764228,0.8073394495412844
315,8fdd_0.pdb,bound,0.8211382113821138,0.9158878504672896,0.8130081300813008,0.8773584905660378
316,8b9v_0.pdb,bound,0.8793103448275862,1.0,0.7815126050420168,0.9174311926605504
317,8h8q_0.pdb,bound,1.0,1.0,0.6974789915966386,0.8849557522123894
318,8g2o_0.pdb,bound,0.8666666666666667,0.954954954954955,0.8333333333333334,0.9369369369369368
319,8b50_0.pdb,bound,0.7966101694915254,0.8214285714285714,0.7768595041322314,0.6875
320,8eli_0.pdb,bound,0.9836065573770492,1.0,0.6904761904761905,0.8130841121495327
321,8szy_0.pdb,bound,0.8278688524590164,0.9553571428571428,0.7142857142857143,0.8035714285714286
322,8caf_0.pdb,bound,0.8943089430894309,0.9906542056074766,0.808,0.9532710280373832
323,8fgx_0.pdb,bound,0.8211382113821138,0.8785046728971962,0.7272727272727273,0.8411214953271028
324,8gho_0.pdb,bound,0.7868852459016393,0.8738738738738738,0.7622950819672131,0.8363636363636363
325,7yv1_0.pdb,bound,0.9,0.9813084112149532,0.7666666666666667,0.9065420560747663
326,7yds_0.pdb,bound,0.7768595041322314,0.8272727272727273,0.7226890756302521,0.8
327,8ol9_0.pdb,bound,0.8770491803278688,0.9532710280373832,0.7479674796747967,0.9158878504672896
328,7y8j_0.pdb,bound,0.7899159663865546,0.9454545454545454,0.9915966386554622,0.990909090909091
329,8byu_0.pdb,bound,0.824,0.9532710280373832,0.7107438016528925,0.9065420560747663
330,7zoz_0.pdb,bound,0.860655737704918,0.9906542056074766,0.7459016393442623,0.6822429906542056
331,8e8s_0.pdb,bound,0.753968253968254,0.8545454545454545,0.7063492063492064,0.8090909090909091
332,8e8y_0.pdb,bound,0.746031746031746,0.8532110091743119,0.6984126984126984,0.8
333,8a44_0.pdb,bound,0.9105691056910568,0.9532710280373832,0.7723577235772358,0.8796296296296297
334,7xjf_0.pdb,bound,0.7983870967741935,0.9252336448598132,0.7258064516129032,0.8425925925925926
335,8cwk_1.pdb,bound,0.8512396694214877,0.9252336448598132,0.7851239669421488,0.9158878504672896
336,8f6l_0.pdb,bound,0.7786885245901639,0.8272727272727273,0.743801652892562,0.6964285714285714
337,8f6o_0.pdb,bound,0.7622950819672131,0.8545454545454545,0.7131147540983607,0.8181818181818182
338,8gb6_0.pdb,bound,0.7235772357723578,0.9439252336448598,0.6666666666666666,0.8785046728971962
339,7yru_0.pdb,bound,0.7603305785123967,0.794392523364486,0.7073170731707317,0.7757009345794392
340,8bse_0.pdb,bound,0.9043478260869564,0.9158878504672896,0.8220338983050848,0.822429906542056
341,8a96_0.pdb,bound,0.8943089430894309,0.9444444444444444,0.7131147540983607,0.8715596330275229
342,8gs9_0.pdb,bound,0.8695652173913043,0.8785046728971962,0.7966101694915254,0.822429906542056
343,7txw_0.pdb,bound,0.8620689655172413,0.9642857142857144,0.7226890756302521,0.9107142857142856
344,7ufo_0.pdb,bound,0.9834710743801652,1.0,0.7583333333333333,0.7876106194690266
345,8d7e_0.pdb,bound,0.8813559322033898,1.0,0.8130081300813008,0.9174311926605504
346,8d7e_1.pdb,bound,0.825,0.9722222222222222,0.7723577235772358,0.9166666666666666
347,8dk6_0.pdb,bound,1.0,1.0,0.8512396694214877,0.9380530973451328
348,8il3_0.pdb,bound,0.7542372881355932,0.90990990990991,0.7058823529411765,0.7747747747747747
349,8bbo_0.pdb,bound,0.7563025210084033,0.897196261682243,0.6434108527131783,0.897196261682243
350,8bcz_1.pdb,bound,1.0,1.0,0.8292682926829268,0.9252336448598132
351,8eka_2.pdb,bound,0.9916666666666668,1.0,0.7886178861788617,0.8878504672897196
352,7ru4_0.pdb,bound,0.8559322033898306,0.9724770642201837,0.7372881355932204,0.908256880733945
353,7wsl_0.pdb,bound,0.9224137931034484,0.8878504672897196,0.8235294117647058,0.8411214953271028
354,7s5r_0.pdb,bound,1.0,1.0,0.7984496124031008,0.8785046728971962
355,7s5r_1.pdb,bound,0.951219512195122,1.0,0.8861788617886179,0.9174311926605504
356,7ul0_0.pdb,bound,0.9243697478991596,0.9545454545454546,0.819672131147541,0.8363636363636363
357,7ul1_0.pdb,bound,0.9152542372881356,0.9814814814814816,0.864406779661017,0.9174311926605504
358,7x66_0.pdb,bound,0.9745762711864406,0.9814814814814816,0.847457627118644,0.8981481481481481
359,8c7h_0.pdb,bound,0.8253968253968254,0.8317757009345794,0.7142857142857143,0.7850467289719626
360,7wsc_0.pdb,bound,0.8188976377952756,0.9285714285714286,0.7795275590551181,0.7410714285714286
361,7x2h_1.pdb,bound,0.8442622950819673,0.8785046728971962,0.8292682926829268,0.8504672897196262
362,7xcz_0.pdb,bound,0.88,0.9722222222222222,0.8617886178861789,0.897196261682243
363,7xda_1.pdb,bound,0.9008264462809916,0.9532710280373832,0.7851239669421488,0.9345794392523364
364,8ath_1.pdb,bound,0.7627118644067796,0.8679245283018868,0.7372881355932204,0.7850467289719626
365,7uvs_0.pdb,bound,0.8211382113821138,0.9380530973451328,0.7154471544715447,0.7876106194690266
366,7z3w_0.pdb,bound,0.940677966101695,0.9626168224299064,0.8319327731092437,0.8691588785046729
367,7yck_1.pdb,bound,0.9008264462809916,0.963963963963964,0.8455284552845529,0.6545454545454545
368,7yzj_0.pdb,bound,1.0,1.0,0.6186440677966102,0.7678571428571429
369,7tn9_1.pdb,bound,0.8888888888888888,0.9626168224299064,0.7983193277310925,0.8796296296296297
370,7yxu_0.pdb,bound,0.8512396694214877,0.9532710280373832,0.8347107438016529,0.897196261682243
371,8d48_0.pdb,bound,0.8688524590163934,0.9557522123893806,0.8347107438016529,0.8053097345132744
372,8dgu_0.pdb,bound,0.8305084745762712,0.8909090909090909,0.8376068376068376,0.7297297297297297
373,8hc7_0.pdb,bound,0.8803418803418803,0.9158878504672896,0.8220338983050848,0.8317757009345794
374,7ucx_0.pdb,bound,0.8888888888888888,0.9642857142857144,0.8803418803418803,0.875
375,8dxt_0.pdb,bound,0.8455284552845529,0.897196261682243,0.7804878048780488,0.8962264150943396
376,7xnf_0.pdb,bound,0.9914529914529916,1.0,0.847457627118644,0.9174311926605504
377,7ykj_0.pdb,bound,0.8016528925619835,0.963302752293578,0.7272727272727273,0.8899082568807339
378,8bbh_0.pdb,bound,0.8739495798319328,0.9553571428571428,0.6890756302521008,0.9107142857142856
379,7wth_0.pdb,bound,0.8907563025210085,0.8333333333333334,0.5169491525423728,0.7636363636363637
380,7uz5_0.pdb,bound,0.8032786885245902,0.9158878504672896,0.7,0.7289719626168224
381,7uza_0.pdb,bound,0.8442622950819673,0.9369369369369368,0.7295081967213115,0.8018018018018018
382,7uzb_0.pdb,bound,0.8050847457627118,0.9158878504672896,0.7058823529411765,0.822429906542056
383,7tr4_0.pdb,bound,0.9915966386554622,0.944954128440367,0.8151260504201681,0.7909090909090909
384,8dtr_1.pdb,bound,0.8220338983050848,0.8545454545454545,0.788135593220339,0.8272727272727273
385,8dtt_0.pdb,bound,0.819672131147541,0.9363636363636364,0.811965811965812,0.8909090909090909
386,7r58_0.pdb,bound,0.859504132231405,0.8928571428571429,0.8416666666666667,0.8035714285714286
387,7six_0.pdb,bound,0.765625,0.9722222222222222,0.6666666666666666,0.9444444444444444
388,7ssc_0.pdb,bound,0.9105691056910568,0.9724770642201837,0.8536585365853658,0.8703703703703703
389,8cz5_0.pdb,bound,0.8278688524590164,0.9166666666666666,0.6639344262295082,0.8598130841121495
390,7wry_0.pdb,bound,0.7815126050420168,0.8679245283018868,0.7226890756302521,0.822429906542056
391,8ds5_0.pdb,bound,0.7931034482758621,0.8490566037735849,0.7435897435897436,0.8773584905660378
392,8e7m_0.pdb,bound,0.8852459016393442,0.9626168224299064,0.7933884297520661,0.8317757009345794
393,7xw6_0.pdb,bound,0.9917355371900828,1.0,0.725,0.7117117117117117
394,7u0y_0.pdb,bound,1.0,1.0,0.856,0.9532710280373832
395,7vaz_0.pdb,bound,0.8571428571428571,0.944954128440367,0.7479674796747967,0.944954128440367
396,7wbz_0.pdb,bound,0.9401709401709402,0.9351851851851852,0.864406779661017,0.8611111111111112
397,7yad_0.pdb,bound,0.9919354838709676,0.9813084112149532,0.75,0.8333333333333334
398,8dad_0.pdb,bound,0.8861788617886179,0.9444444444444444,0.8211382113821138,0.8888888888888888
399,7x7t_0.pdb,bound,0.7851239669421488,0.918918918918919,0.71900826446281,0.8018018018018018
400,7x7t_1.pdb,bound,0.8823529411764706,0.9813084112149532,0.7142857142857143,0.7289719626168224
401,7x7t_2.pdb,bound,0.7815126050420168,0.9065420560747663,0.6638655462184874,0.7289719626168224
402,7y3j_0.pdb,bound,0.8166666666666667,0.9464285714285714,0.6974789915966386,0.8660714285714286
403,8a1e_0.pdb,bound,0.8739495798319328,0.97196261682243,0.8536585365853658,0.8878504672897196
404,7str_0.pdb,bound,0.8852459016393442,0.9907407407407408,0.7622950819672131,0.908256880733945
405,7unb_0.pdb,bound,0.7833333333333333,0.9166666666666666,0.7786885245901639,0.8532110091743119
406,7unb_1.pdb,bound,0.8346456692913385,0.897196261682243,0.7086614173228346,0.8785046728971962
407,7upx_0.pdb,bound,0.8467741935483871,0.9439252336448598,0.8015873015873016,0.8691588785046729
408,7t7b_0.pdb,bound,0.7751937984496124,0.9166666666666666,0.6666666666666666,0.8691588785046729
409,7u0a_0.pdb,bound,0.7868852459016393,0.822429906542056,0.7804878048780488,0.7850467289719626
410,8dt3_0.pdb,bound,0.8925619834710744,0.9813084112149532,0.7786885245901639,0.7289719626168224
411,8d36_0.pdb,bound,0.7258064516129032,0.9181818181818182,0.6825396825396826,0.8909090909090909
412,7skz_0.pdb,bound,0.7886178861788617,0.925925925925926,0.7560975609756098,0.925925925925926
413,7wog_0.pdb,bound,0.918032786885246,0.9369369369369368,0.8114754098360656,0.6396396396396397
414,7wp0_0.pdb,bound,0.8549618320610687,0.9821428571428572,0.7633587786259542,0.8918918918918919
415,8dcc_0.pdb,bound,1.0,1.0,0.7131782945736435,0.9545454545454546
416,7x1m_2.pdb,bound,0.9916666666666668,1.0,0.7815126050420168,0.8888888888888888
417,7szu_0.pdb,bound,1.0,1.0,0.856,0.9532710280373832
418,7tp3_0.pdb,bound,0.751937984496124,0.8598130841121495,0.703125,0.8130841121495327
419,7vux_0.pdb,bound,0.8717948717948718,0.897196261682243,0.7899159663865546,0.8130841121495327
420,7qnw_0.pdb,bound,0.8503937007874016,0.9166666666666666,0.6976744186046512,0.8888888888888888
421,7wro_0.pdb,bound,0.8135593220338984,0.8828828828828829,0.7711864406779662,0.7837837837837838
422,7q6c_0.pdb,bound,0.8050847457627118,0.8125,0.8151260504201681,0.75
423,7wgt_0.pdb,bound,1.0,1.0,0.7983193277310925,0.8240740740740741
424,7z0x_0.pdb,bound,0.8661417322834646,0.9545454545454546,0.7952755905511811,0.8454545454545455
425,7sg6_0.pdb,bound,0.9834710743801652,0.9823008849557522,0.768595041322314,0.7787610619469026
426,7uen_0.pdb,bound,1.0,1.0,0.7372881355932204,0.8660714285714286
427,7sg5_0.pdb,bound,0.9834710743801652,0.991150442477876,0.768595041322314,0.7876106194690266
428,7u2d_0.pdb,bound,0.8064516129032258,0.9285714285714286,0.782258064516129,0.8035714285714286
429,7so5_0.pdb,bound,0.743801652892562,0.9196428571428572,0.656,0.7678571428571429
430,7urq_0.pdb,bound,1.0,1.0,0.8559322033898306,0.908256880733945
431,7syy_0.pdb,bound,0.9008264462809916,0.9553571428571428,0.5950413223140496,0.9375
432,7q0g_0.pdb,bound,1.0,1.0,0.8559322033898306,0.9158878504672896
433,7st8_0.pdb,bound,0.8790322580645161,0.981981981981982,0.5537190082644629,0.8468468468468469
434,7sjs_0.pdb,bound,0.8521739130434782,0.925925925925926,0.7603305785123967,0.8796296296296297
435,7qf0_0.pdb,bound,0.9743589743589745,0.925925925925926,0.8559322033898306,0.8611111111111112
436,7t01_0.pdb,bound,0.8333333333333334,0.9252336448598132,0.4833333333333333,0.8611111111111112
437,7su1_0.pdb,bound,0.9661016949152542,0.9722222222222222,0.8617886178861789,0.8807339449541285
438,7tp4_0.pdb,bound,0.7903225806451613,0.8888888888888888,0.7580645161290323,0.8272727272727273
439,7ttm_0.pdb,bound,1.0,1.0,0.7,0.6727272727272727
440,7wrl_0.pdb,bound,0.7716535433070866,0.8703703703703703,0.6929133858267716,0.8
441,8t0o_0.pdb,unbound,0.8620689655172413,0.8125,0.6752136752136753,0.7321428571428571
442,8gkj_1.pdb,unbound,0.8617886178861789,0.954954954954955,0.7398373983739838,0.7927927927927928
443,8gkk_0.pdb,unbound,0.848,0.8738738738738738,0.8130081300813008,0.8108108108108109
444,8gdo_0.pdb,unbound,0.7692307692307693,0.8928571428571429,0.7583333333333333,0.8839285714285714
445,8vfu_0.pdb,unbound,0.7899159663865546,0.925925925925926,0.7647058823529411,0.8598130841121495
446,8tca_0.pdb,unbound,0.8305084745762712,0.981651376146789,0.7372881355932204,0.981651376146789
447,8tjt_0.pdb,unbound,0.864,0.97196261682243,0.856,0.9532710280373832
448,8d01_0.pdb,unbound,0.6589147286821705,0.8130841121495327,0.6511627906976745,0.8130841121495327
449,8f2t_0.pdb,unbound,0.9067796610169492,0.9252336448598132,0.864406779661017,0.9252336448598132
450,8bf0_0.pdb,unbound,0.8632478632478633,0.9622641509433962,0.7672413793103449,0.9245283018867924
451,8fzo_0.pdb,unbound,1.0,1.0,0.8803418803418803,0.9252336448598132
452,8eq6_0.pdb,unbound,0.7583333333333333,0.8888888888888888,0.75,0.8611111111111112
453,8fxj_0.pdb,unbound,0.9090909090909092,0.9622641509433962,0.8760330578512396,0.8584905660377359
454,8awl_0.pdb,unbound,0.8016528925619835,0.8796296296296297,0.7833333333333333,0.8090909090909091
455,7yd3_0.pdb,unbound,0.7815126050420168,0.9545454545454546,0.9915966386554622,0.990909090909091
456,8gv1_0.pdb,unbound,0.7226890756302521,0.7685185185185185,0.725,0.7314814814814815
457,8gbw_0.pdb,unbound,0.6594202898550725,0.8715596330275229,0.6304347826086957,0.8807339449541285
458,8gbx_0.pdb,unbound,0.6330935251798561,0.8807339449541285,0.60431654676259,0.8807339449541285
459,8ek6_0.pdb,unbound,1.0,0.9907407407407408,0.8809523809523809,0.8818181818181818
460,8d54_0.pdb,unbound,0.7704918032786885,0.963963963963964,0.7459016393442623,0.9369369369369368
461,7s0j_0.pdb,unbound,0.7209302325581395,0.8598130841121495,0.6124031007751938,0.8504672897196262
462,7t97_1.pdb,unbound,1.0,1.0,0.819672131147541,0.9252336448598132
463,7ven_0.pdb,unbound,0.8688524590163934,0.9439252336448598,0.8416666666666667,0.9433962264150944
464,7tuh_0.pdb,unbound,0.7983193277310925,0.9646017699115044,0.8290598290598291,0.9380530973451328
465,7zf6_0.pdb,unbound,0.8780487804878049,0.9166666666666666,0.8861788617886179,0.9174311926605504
