,Model_Source,AF3_Dir,AF3_PDB,Bound_Unbound,Native_Dir,Native_PDB,H3_local_RMSD,ocd,frh_rms,h1_rms,h2_rms,h3_rms,frl_rms,l1_rms,l2_rms,l3_rms,Protein_type,PDB_short,Seed,Model,DockQ_Classification,h3_len,h3_length,AF2_Dir,AF2_PDB
24,AF3,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_8sgn_0_seed1/,renum_fv_fold_8sgn_0_seed1_model_4.pdb,bound,/scratch4/jgray21/ftalib1/AF3_Benchmark/New_AF3_Benchmark/bound_pdbs/fixed/,renum_fv_8sgn_0.pdb,0.432653546333313,2.114893180067474,0.3378548613838088,1.1491191892282049,1.3442000300355357,0.6833939956522638,0.2391540801287002,0.5513873174144924,0.3452160148497624,0.4149079774898071,antibody,8sgn_0.pdb,1.0,4.0,Incorrect,13,medium,,
25,AF3,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_7t17_0_seed2/,renum_fv_fold_7t17_0_seed2_model_1.pdb,bound,/scratch4/jgray21/ftalib1/AF3_Benchmark/New_AF3_Benchmark/bound_pdbs/fixed/,renum_fv_7t17_0.pdb,3.3499131202697754,29.54414697904657,0.93992575940167,1.6557342839510718,1.1740687248232242,3.6750223477833215,1.0122950620376985,1.1268888249954674,0.8579674363884012,1.5263014073519328,antibody,7t17_0.pdb,2.0,1.0,Incorrect,15,medium,,
26,AF3,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_7t17_0_seed2/,renum_fv_fold_7t17_0_seed2_model_0.pdb,bound,/scratch4/jgray21/ftalib1/AF3_Benchmark/New_AF3_Benchmark/bound_pdbs/fixed/,renum_fv_7t17_0.pdb,3.3676552772521973,30.238000940175034,0.932562033571203,1.6154572739524968,1.1945896106119844,3.723112770221484,0.9991368785504232,1.1116345509445078,0.8061168504844302,1.659402971288933,antibody,7t17_0.pdb,2.0,0.0,Incorrect,15,medium,,
27,AF3,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_7t17_0_seed2/,renum_fv_fold_7t17_0_seed2_model_3.pdb,bound,/scratch4/jgray21/ftalib1/AF3_Benchmark/New_AF3_Benchmark/bound_pdbs/fixed/,renum_fv_7t17_0.pdb,3.412027359008789,29.1486156264162,0.931850868107927,1.63586109088861,1.1924672679761037,3.7389587134070377,0.9919779055022228,1.106252408507796,0.8163724447708166,1.5082370229617386,antibody,7t17_0.pdb,2.0,3.0,Incorrect,15,medium,,
28,AF3,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_7t17_0_seed2/,renum_fv_fold_7t17_0_seed2_model_4.pdb,bound,/scratch4/jgray21/ftalib1/AF3_Benchmark/New_AF3_Benchmark/bound_pdbs/fixed/,renum_fv_7t17_0.pdb,3.432204246520996,29.297617166939578,0.9284290189420562,1.5652874916906103,1.204596256922325,3.672512893197773,1.0048002691397098,1.066284234979935,0.7950357013271881,1.5301933726737544,antibody,7t17_0.pdb,2.0,4.0,Incorrect,15,medium,,
29,AF3,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_7t17_0_seed2/,renum_fv_fold_7t17_0_seed2_model_2.pdb,bound,/scratch4/jgray21/ftalib1/AF3_Benchmark/New_AF3_Benchmark/bound_pdbs/fixed/,renum_fv_7t17_0.pdb,3.4035396575927734,28.64571745384892,0.9443786520635457,1.6306406558782582,1.2487289524356902,3.767532397546876,1.0016391866296357,1.0998344527045285,0.8438946050970295,1.490405147387785,antibody,7t17_0.pdb,2.0,2.0,Incorrect,15,medium,,
30,AF3,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_8qrg_0_seed2/,renum_fv_fold_8qrg_0_seed2_model_1.pdb,bound,/scratch4/jgray21/ftalib1/AF3_Benchmark/New_AF3_Benchmark/bound_pdbs/fixed/,renum_fv_8qrg_0.pdb,1.9566482305526733,1.8675012114274765,0.3141761134578708,0.6551746931408151,0.3558951396581229,2.321971153213632,0.2647369724039773,0.2563806833284003,0.3101415029983981,0.7113918842348093,antibody,8qrg_0.pdb,2.0,1.0,Incorrect,12,medium,,
31,AF3,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_8qrg_0_seed2/,renum_fv_fold_8qrg_0_seed2_model_0.pdb,bound,/scratch4/jgray21/ftalib1/AF3_Benchmark/New_AF3_Benchmark/bound_pdbs/fixed/,renum_fv_8qrg_0.pdb,2.1586132049560547,0.9401476679826668,0.3216699344129547,0.6010641296370437,0.4080452392789642,2.361424436047625,0.2495710811694479,0.260773787973668,0.3494766745172493,0.5577808419412246,antibody,8qrg_0.pdb,2.0,0.0,Medium,12,medium,,
32,AF3,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_8qrg_0_seed2/,renum_fv_fold_8qrg_0_seed2_model_3.pdb,bound,/scratch4/jgray21/ftalib1/AF3_Benchmark/New_AF3_Benchmark/bound_pdbs/fixed/,renum_fv_8qrg_0.pdb,2.0165672302246094,1.9587654544414936,0.3202929253449774,0.6488816058632423,0.3483005231269088,2.1860241111498016,0.2805361705859537,0.2548500364315293,0.3077632096049026,0.6321257091817711,antibody,8qrg_0.pdb,2.0,3.0,Incorrect,12,medium,,
33,AF3,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_8qrg_0_seed2/,renum_fv_fold_8qrg_0_seed2_model_2.pdb,bound,/scratch4/jgray21/ftalib1/AF3_Benchmark/New_AF3_Benchmark/bound_pdbs/fixed/,renum_fv_8qrg_0.pdb,2.3280091285705566,2.885775497622157,0.2926855800308449,0.6462727163509892,0.3486420958902455,2.5493101012674813,0.2839581140810339,0.2694512391101791,0.3456482313187475,0.7931338897976397,antibody,8qrg_0.pdb,2.0,2.0,Incorrect,12,medium,,
34,AF3,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_8qrg_0_seed2/,renum_fv_fold_8qrg_0_seed2_model_4.pdb,bound,/scratch4/jgray21/ftalib1/AF3_Benchmark/New_AF3_Benchmark/bound_pdbs/fixed/,renum_fv_8qrg_0.pdb,2.008821964263916,2.2036422375683493,0.3045274136804432,0.6474288990536243,0.3798080707557693,2.261202556963066,0.2949563028974533,0.2569292681126898,0.3266083962783846,0.7376905942422186,antibody,8qrg_0.pdb,2.0,4.0,Incorrect,12,medium,,
35,AF3,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_8j7t_0_seed3/,renum_fv_fold_8j7t_0_seed3_model_0.pdb,bound,/scratch4/jgray21/ftalib1/AF3_Benchmark/New_AF3_Benchmark/bound_pdbs/fixed/,renum_fv_8j7t_0.pdb,1.9895304441452026,4.641138863252513,0.3882482926165366,0.3366549250432579,0.4915270465149229,2.018730470042471,0.2982575821284278,0.994991872859667,0.3799327154778858,0.3025087989155657,antibody,8j7t_0.pdb,3.0,0.0,Incorrect,12,medium,,
36,AF3,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_8j7t_0_seed3/,renum_fv_fold_8j7t_0_seed3_model_3.pdb,bound,/scratch4/jgray21/ftalib1/AF3_Benchmark/New_AF3_Benchmark/bound_pdbs/fixed/,renum_fv_8j7t_0.pdb,1.1087250709533691,4.478932154102008,0.2260095428857587,0.3027232456459091,0.4854905331392891,1.24747613862194,0.288740764757558,1.0230201687349256,0.4213445868579065,0.3775834166566156,antibody,8j7t_0.pdb,3.0,3.0,Incorrect,12,medium,,
37,AF3,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_8j7t_0_seed3/,renum_fv_fold_8j7t_0_seed3_model_2.pdb,bound,/scratch4/jgray21/ftalib1/AF3_Benchmark/New_AF3_Benchmark/bound_pdbs/fixed/,renum_fv_8j7t_0.pdb,0.7997753024101257,4.489891024179125,0.2312834156906641,0.3018671990973048,0.4779630190884917,1.63731047360398,0.3119691195243734,1.098853943329444,0.4016805301875572,0.2961385141562513,antibody,8j7t_0.pdb,3.0,2.0,Incorrect,12,medium,,
38,AF3,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_8j7t_0_seed3/,renum_fv_fold_8j7t_0_seed3_model_1.pdb,bound,/scratch4/jgray21/ftalib1/AF3_Benchmark/New_AF3_Benchmark/bound_pdbs/fixed/,renum_fv_8j7t_0.pdb,1.1433782577514648,4.191633194137673,0.2314870547113351,0.3189462636028935,0.4764931830557375,1.2880788305447886,0.3107180673992359,1.0564747565021266,0.3908605509371967,0.3249448797235462,antibody,8j7t_0.pdb,3.0,1.0,Incorrect,12,medium,,
39,AF3,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_8j7t_0_seed3/,renum_fv_fold_8j7t_0_seed3_model_4.pdb,bound,/scratch4/jgray21/ftalib1/AF3_Benchmark/New_AF3_Benchmark/bound_pdbs/fixed/,renum_fv_8j7t_0.pdb,0.8343237638473511,5.140247241429183,0.2310544662714185,0.3132278382515845,0.5485558997819371,1.203060148320954,0.3156150013074705,1.0152976356493104,0.3798243057369095,0.3221866266710577,antibody,8j7t_0.pdb,3.0,4.0,Incorrect,12,medium,,
40,AF3,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_8cz5_0_seed1/,renum_fv_fold_8cz5_0_seed1_model_2.pdb,bound,/scratch4/jgray21/ftalib1/AF3_Benchmark/New_AF3_Benchmark/bound_pdbs/fixed/,renum_fv_8cz5_0.pdb,1.4140081405639648,2.5523172593034507,0.3192349924020373,0.2825408988295196,0.6755980087999208,1.602590742810198,0.3953734052165058,0.3039721378989237,0.2798248300294984,0.3573113470257659,antibody,8cz5_0.pdb,1.0,2.0,Incorrect,15,medium,,
41,AF3,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_8cz5_0_seed1/,renum_fv_fold_8cz5_0_seed1_model_3.pdb,bound,/scratch4/jgray21/ftalib1/AF3_Benchmark/New_AF3_Benchmark/bound_pdbs/fixed/,renum_fv_8cz5_0.pdb,1.5116345882415771,1.4953388109701848,0.2981874793655686,0.2677904716967801,0.6413437001415029,1.6690877263261483,0.3294869466715253,0.3807211010736736,0.2973775269482331,0.4813526275838522,antibody,8cz5_0.pdb,1.0,3.0,Incorrect,15,medium,,
42,AF3,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_8cz5_0_seed1/,renum_fv_fold_8cz5_0_seed1_model_1.pdb,bound,/scratch4/jgray21/ftalib1/AF3_Benchmark/New_AF3_Benchmark/bound_pdbs/fixed/,renum_fv_8cz5_0.pdb,1.350175380706787,2.1153255196097898,0.2799306409205148,0.2440491455501066,0.6144600534193194,1.7017057215377658,0.4926016377155762,0.3341475057028187,0.3081077963756249,0.5419329315410386,antibody,8cz5_0.pdb,1.0,1.0,Incorrect,15,medium,,
43,AF3,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_8cz5_0_seed1/,renum_fv_fold_8cz5_0_seed1_model_4.pdb,bound,/scratch4/jgray21/ftalib1/AF3_Benchmark/New_AF3_Benchmark/bound_pdbs/fixed/,renum_fv_8cz5_0.pdb,1.49137282371521,2.012043034923926,0.3036886832747864,0.2783210250994295,0.6450587252658435,1.632273790238844,0.3293304382096672,0.3089657152844655,0.2694957792022652,0.3982438388071039,antibody,8cz5_0.pdb,1.0,4.0,Incorrect,15,medium,,
44,AF3,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_8cz5_0_seed1/,renum_fv_fold_8cz5_0_seed1_model_0.pdb,bound,/scratch4/jgray21/ftalib1/AF3_Benchmark/New_AF3_Benchmark/bound_pdbs/fixed/,renum_fv_8cz5_0.pdb,1.3887982368469238,1.9378748150975191,0.30505363944343,0.315233660651518,0.6363637351320021,1.6861261018367757,0.3631223728822966,0.4356675219490636,0.2621835163406074,0.5405285584443953,antibody,8cz5_0.pdb,1.0,0.0,Incorrect,15,medium,,
45,AF3,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_8c3v_1_seed1/,renum_fv_fold_8c3v_1_seed1_model_1.pdb,bound,/scratch4/jgray21/ftalib1/AF3_Benchmark/New_AF3_Benchmark/bound_pdbs/fixed/,renum_fv_8c3v_1.pdb,1.2582743167877197,2.734840261952104,0.2452415273001028,0.3037064778371243,0.3831548239331882,1.5261623729145626,0.2871887370756916,0.3195654258394965,0.2952738406645944,0.8888049464675261,antibody,8c3v_1.pdb,1.0,1.0,High,17,long,,
46,AF3,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_8c3v_1_seed1/,renum_fv_fold_8c3v_1_seed1_model_3.pdb,bound,/scratch4/jgray21/ftalib1/AF3_Benchmark/New_AF3_Benchmark/bound_pdbs/fixed/,renum_fv_8c3v_1.pdb,1.2952362298965454,3.000366471181229,0.2455383131835367,0.3113740872589359,0.3724205008515128,1.4840134293385454,0.3113111943224451,0.288385101559093,0.2849741414857676,0.859492502686173,antibody,8c3v_1.pdb,1.0,3.0,High,17,long,,
